desc,id,name,other.comment,other.created_by,other.creation_date,other.deprecated,other.disjointWith,other.hasAlternativeId,other.namespace,other.onProperty,other.someValuesFrom,other.subset,other.xref,relations.can_be,relations.is_a,id_type,id_number
An autosomal dominant nocturnal frontal lobe epilepsy that has_material_basis_in heterozygous mutation in the CHRNA4 gene on chromosome 20q13.,DOID:0060682,autosomal dominant nocturnal frontal lobe epilepsy 1,,,,,,,,,,[http://purl.obolibrary.org/obo/doid#DO_rare_slim],[OMIM:600513],,[DOID:0060681],DOID,60682
An autosomal dominant nocturnal frontal lobe epilepsy that has_material_basis_in variation in the chromosome region 15q24.,DOID:0060683,autosomal dominant nocturnal frontal lobe epilepsy 2,,,,,,,,,,[http://purl.obolibrary.org/obo/doid#DO_rare_slim],[OMIM:603204],,[DOID:0060681],DOID,60683
An eye disease characterized by slit-like depigmented areas of the iris with up to 50% of patients going on to develop gluacoma.,DOID:0060680,pigment dispersion syndrome,,,,,,,,,,,"[MESH:C563184, OMIM:600510]",,[DOID:5614],DOID,60680
A frontal lobe epilepsy that is characterized by autosomal dominant inheritance with childhood onset of clusters of brief nocturnal motor seizures with hyperkinetic or tonic manifestations.,DOID:0060681,autosomal dominant nocturnal frontal lobe epilepsy,,,,,,,,,,[http://purl.obolibrary.org/obo/doid#DO_rare_slim],"[OMIM:PS600513, ORDO:98784]","[DOID:0060682, DOID:0060683, DOID:0060684, DOID:0060685, DOID:0060686]",[DOID:3331],DOID,60681
An arteriovenous malformation that is located_in the brain.,DOID:0060688,arteriovenous malformations of the brain,,,,,,,,[http://purl.obolibrary.org/obo/RO_0001025],[http://purl.obolibrary.org/obo/UBERON_0000955],[http://purl.obolibrary.org/obo/doid#DO_rare_slim],"[ICD10CM:Q28.2, MESH:D002538, OMIM:108010, ORDO:46724, UMLS_CUI:C0007772]",,"[DOID:11294, DOID:501, DOID:936]",DOID,60688
An alopecia characterized by irreversible hair loss during the neonatal period on all hear-bearing areas of the body followed by  development of papular lesions all over the body that has_material_basis_in  mutations in the HR gene on chromosome 8p21.3.,DOID:0060689,atrichia with papular lesions,,,,,,,,,,,"[ICD10CM:L65.8, OMIM:209500, ORDO:86819]",,[DOID:987],DOID,60689
An amino acid metabolic disorder characterized by elevated plasma and urinary cystathionine levels that has_material_basis_in homozygous or compound heterozygous mutation in the CTH gene on chromosome 1p31.,DOID:0090142,cystathioninuria,,,,,,,[disease_ontology],,,,"[GARD:2428, ICD10CM:E72.1, MESH:C535408, OMIM:219500, ORDO:212, UMLS_CUI:C0220993, UMLS_CUI:C0268616]",,[DOID:9252],DOID,90142
"An autosomal recessive disease characterized by skeletal dysplasia (broad ilia, elongated femoral necks with coxa valga, scoliosis), mild platyspondyly, short trunked short stature, and amelogenesis imperfecta that has_material_basis_in homozygous or compound heterozygous mutation in the LTBP3 gene on chromosome 11q13.",DOID:0090143,brachyolmia-amelogenesis imperfecta syndrome,,,,,,,[disease_ontology],,,,"[GARD:5478, ICD10CM:Q76.3, OMIM:601216, ORDO:2899]",,[DOID:0050737],DOID,90143
A cortisone reductase deficiency that has_material_basis_in heterozygous mutation in the HSD11B1 gene on chromosome 1q32.,DOID:0090140,cortisone reductase deficiency 2,,,,,,,[disease_ontology],,,,"[NCIT:C131084, OMIM:614662]",,[DOID:0090139],DOID,90140
A cortisone reductase deficiency that has_material_basis_in homozygous or compound heterozygous mutation in the H6PD gene on chromosome 1p36.,DOID:0090141,cortisone reductase deficiency 1,,,,,,,[disease_ontology],,,,"[NCIT:C131849, OMIM:604931]",,[DOID:0090139],DOID,90141
"An autosomal recessive disease characterized by facial and ocular abnormalities, sensorineural hearing loss, agenesis of the corpus callosum, variable intellectual disability, and proteinuria that has_material_basis_in homozygous or compound heterozygous mutation in the LRP2 gene on chromosome 2q31.",DOID:0090144,Donnai-Barrow syndrome,,,,,,,[disease_ontology],,,,"[GARD:1899, ICD10CM:Q87.8, MESH:C536390, OMIM:222448, ORDO:2143, UMLS_CUI:C1857277]",,[DOID:0050737],DOID,90144
"An inherited metabolic disorder characterized by decreased beta-hydroxylation of dopamine in nerves resulting in impaired autonomic noradrenergic neurotransmission and clinical features including severely decreased norepinephrine levels, orthostatic hypotension, ptosis, nasal stuffiness, and delayed eye opening that has_material_basis_in homozygous or compound heterozygous mutation in the DBH gene on chromosome 9q34.",DOID:0090145,dopamine beta-hydroxylase deficiency,,,,,,,[disease_ontology],,,,"[GARD:1903, MESH:C535600, OMIM:223360, ORDO:230, UMLS_CUI:C0342687]",,[DOID:655],DOID,90145
,DOID:8490,primary hypotonic uterine dysfunction,,,,[true],,"[DOID:8496, DOID:8497]",[disease_ontology],,,,,,,DOID,8490
A gastrointestinal system cancer that has_material_basis_in neuroendocrine cells.,DOID:0050626,gastrointestinal neuroendocrine tumor,,,,,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_cancer_slim],,,[DOID:3119],DOID,50626
A hepatobiliary benign neoplasm located_in the biliary tract.,DOID:0050625,biliary tract neoplasm,,,,,,[DOID:4609],[disease_ontology],,,,"[NCI:C4441, SNOMEDCT_US_2016_03_01:126855001, UMLS_CUI:C0345913]","[DOID:0050893, DOID:10201, DOID:10209, DOID:3120, DOID:4608, DOID:5381, DOID:5468, DOID:5469]",[DOID:3117],DOID,50625
,DOID:1044,nontraumatic rupture of muscle,,,,[true],,,[disease_ontology],,,,,,,DOID,1044
,DOID:1045,fascia disease,,,,[true],,,[disease_ontology],,,,,,,DOID,1045
"A pneumonia that results_in inflammation located_in lung, has_material_basis_in Histoplasma capsulatum var capsulatum or Histoplasma capsulatum var duboisii, transmitted_by airborne spores and has_symptom mediastinal lymphadenopathy, has_symptom cough and has_symptom chest pain.",DOID:1730,histoplasmosis pneumonia,,,,[true],,,[disease_ontology],,,,,,,DOID,1730
,DOID:1047,"Mental disorder complicating pregnancy, childbirth, or the puerperium",,,,[true],,"[DOID:1046, DOID:10663, DOID:10664, DOID:10665, DOID:12734, DOID:14128, DOID:9701]",[disease_ontology],,,,,,,DOID,1047
A lymphoblastic leukemia characterized by over production of B-cells and their accumulation in bone marrow and blood.,DOID:1040,chronic lymphocytic leukemia,[Xref MGI.],,,,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_rare_slim],"[EFO:0000095, ICD10CM:C91.1, ICD10CM:C91.10, ICD9CM:204.1, MESH:D015451, NCI:C3163, OMIM:109543, OMIM:151400, OMIM:609630, OMIM:612557, OMIM:612558, OMIM:612559, ORDO:67038, SNOMEDCT_US_2016_03_01:154589005, SNOMEDCT_US_2016_03_01:277473004, SNOMEDCT_US_2016_03_01:51092000, SNOMEDCT_US_2016_03_01:92814006, UMLS_CUI:C0023434]","[DOID:0050751, DOID:1039, DOID:1703, DOID:285, DOID:6354]","[DOID:1037, DOID:9500]",DOID,1040
,DOID:1737,duodenal benign neoplasm,,,,,,,[disease_ontology],,,,"[MESH:D004379, NCI:C2995, SNOMEDCT_US_2016_03_01:126833009, UMLS_CUI:C0013291]","[DOID:0050927, DOID:10022]",[DOID:7505],DOID,1737
,DOID:1042,Generalized infection during labor,,,,[true],,"[DOID:10262, DOID:1041]",[disease_ontology],,,,,,,DOID,1042
,DOID:0050623,bladder benign neoplasm,,,,,,,[disease_ontology],,,,,"[DOID:13109, DOID:13110, DOID:5427, DOID:5429, DOID:6932, DOID:7333]","[DOID:365, DOID:731]",DOID,50623
,DOID:1738,small intestine leiomyoma,,,,,,,[disease_ontology],,,,"[NCI:C7725, SNOMEDCT_US_2016_03_01:424279009, UMLS_CUI:C0238197]",,"[DOID:127, DOID:7505]",DOID,1738
An organ system benign neoplasm that is located_in reproductive system organs.,DOID:0050622,reproductive organ benign neoplasm,,,,,,,[disease_ontology],,,,,"[DOID:0060086, DOID:0060087, DOID:10207, DOID:2616, DOID:3301, DOID:5147]",[DOID:0060085],DOID,50622
An amebiasis that involves infection of the brain caused by the parasite Entamoeba histolytica resulting in brain abscesses.,DOID:11902,cerebral amebiasis,,,,[true],,,[disease_ontology],,,,,,,DOID,11902
,DOID:9594,ovarian metastasis,,,,[true],,,[disease_ontology],,,,,,,DOID,9594
,DOID:11907,ecthyma,,,,,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#gram-positive_bacterial_infectious_disease],"[MESH:D004473, SNOMEDCT_US_2016_03_01:85791004, UMLS_CUI:C0013568]",,[DOID:8504],DOID,11907
"A lymphocytic choriomeningitis that results_in inflammation located_in brain, has_material_basis_in Lymphocytic choriomeningitis virus, which is transmitted_by common house mouse, Mus musculus. The infection has_symptom drowsiness, has_symptom confusion, has_symptom sensory disturbances, and has_symptom paralysis.",DOID:0050193,Lymphocytic choriomeningitis virus encephalitis,,,,[true],,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#zoonotic_infectious_disease],,,,DOID,50193
,DOID:11905,labium majus cancer,,,,,,,[disease_ontology],,,,"[ICD10CM:C51.0, ICD9CM:184.1, NCI:C7638, SNOMEDCT_US_2016_03_01:188212008, SNOMEDCT_US_2016_03_01:363446004, SNOMEDCT_US_2016_03_01:93850006, UMLS_CUI:C0496814]",[DOID:13389],"[DOID:1245, DOID:4159]",DOID,11905
"A viral infectious disease that results_in inflammation located_in brain, has_material_basis_in Nipah virus, which is transmitted_by direct contact with sick person or animals, or their contaminated tissues. The infection has_symptom dizziness, has_symptom drowsiness, has_symptom altered consciousness, has_symptom disorientation, and has_symptom coma.",DOID:0050192,Nipah virus encephalitis,,,,[true],,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#zoonotic_infectious_disease],,,,DOID,50192
,DOID:9598,fasciitis,,,,,,,[disease_ontology],,,,"[ICD10CM:M72.9, ICD9CM:729.4, MESH:D005208, NCI:C50559, SNOMEDCT_US_2016_03_01:203123000, SNOMEDCT_US_2016_03_01:36948007, UMLS_CUI:C0015645]","[DOID:7327, DOID:9599, DOID:9600, DOID:9601, DOID:9602]",[DOID:65],DOID,9598
,DOID:9599,proliferative fasciitis,,,,,,,[disease_ontology],,,,"[NCI:C4728, SNOMEDCT_US_2016_03_01:254737002, SNOMEDCT_US_2016_03_01:35548007, UMLS_CUI:C0432528]",,[DOID:9598],DOID,9599
,DOID:4882,pediatric soft part clear cell sarcoma,,,,[true],,,[disease_ontology],,,,,,,DOID,4882
,DOID:5928,autosomal recessive polycystic kidney,,,,[true],,,[disease_ontology],,,,,,,DOID,5928
,DOID:5299,endometrial clear cell adenocarcinoma,,,,,,,[disease_ontology],,,,"[NCI:C8028, UMLS_CUI:C0279765]",,[DOID:2870],DOID,5299
A gastrointestinal system disease that is located_in the intestine.,DOID:5295,intestinal disease,,,,,,"[DOID:10759, DOID:11222, DOID:11789, DOID:8531, DOID:8558, DOID:8591]",[disease_ontology],,,,"[ICD10CM:K63.9, ICD9CM:569.9, MESH:D007410, NCI:C26801, SNOMEDCT_US_2016_03_01:155629009, SNOMEDCT_US_2016_03_01:197266001, SNOMEDCT_US_2016_03_01:266483008, SNOMEDCT_US_2016_03_01:85919009, UMLS_CUI:C0021831]","[DOID:0050589, DOID:0060320, DOID:0060321, DOID:0090019, DOID:100, DOID:10486, DOID:10602, DOID:10605, DOID:10606, DOID:10607, DOID:10611, DOID:10846, DOID:11428, DOID:1285, DOID:13248, DOID:13249, DOID:13419, DOID:1518, DOID:2074, DOID:3852, DOID:4072, DOID:5353, DOID:7475, DOID:8437, DOID:8439, DOID:8476, DOID:8590, DOID:8633, DOID:8643, DOID:9779, DOID:9868]",[DOID:77],DOID,5295
"A Reoviridae infectious disease that results_in inflammation located_in stomach and located_in intestine, has_material_basis_in Rotavirus, which is transmitted_by ingestion of contaminated food or water, or transmitted_by fomites. The infection has_symptom fever, has_symptom vomiting, has_symptom diarrhea, and has_symptom abdominal pain.",DOID:4887,Rotavirus infectious disease,,,,[true],,,[disease_ontology],,,,,,,DOID,4887
A rectum sarcoma that is a smooth muscle tumor and is located_in the rectum.,DOID:5297,rectum leiomyosarcoma,,,,,,,[disease_ontology],,,,"[NCI:C5549, UMLS_CUI:C1335683]",,"[DOID:1967, DOID:1995]",DOID,5297
A leiomyosarcoma and sarcoma of liver that is located_in the liver.,DOID:5296,liver leiomyosarcoma,,,,,,,[disease_ontology],,,,"[NCI:C5756, UMLS_CUI:C1333969]",,"[DOID:1967, DOID:270]",DOID,5296
,DOID:5291,adult leiomyosarcoma,,,,[true],,,[disease_ontology],,,,,,,DOID,5291
,DOID:5290,uterine corpus smooth muscle neoplasm,,,,[true],,,[disease_ontology],,,,,,,DOID,5290
A leiomyosarcoma and sarcoma of bile duct that is located_in the bile duct or located_in the outside of the liver.,DOID:5293,extrahepatic bile duct leiomyosarcoma,,,,,,,[disease_ontology],,,,"[NCI:C5848, UMLS_CUI:C1333508]",,"[DOID:1967, DOID:4064, DOID:4682]",DOID,5293
A leiomyosarcoma and sarcoma of the mediastinum that derive_from smooth muscle and are usually located_in the esophagus or located_in the main vessels.,DOID:5292,mediastinum leiomyosarcoma,,,,,,,[disease_ontology],,,,"[NCI:C6619, UMLS_CUI:C1334660]",,"[DOID:1967, DOID:4050]",DOID,5292
,DOID:4748,childhood supratentorial neoplasm,,,,[true],,,[disease_ontology],,,,,,,DOID,4748
,DOID:3705,fallopian tube mucinous tumor,,,,,,,[disease_ontology],,,,"[NCI:C40109, UMLS_CUI:C1517120]",,[DOID:0060111],DOID,3705
,DOID:3704,fallopian tube mucinous adenocarcinoma,,,,,,,[disease_ontology],,,,"[NCI:C40103, UMLS_CUI:C1517119]",,"[DOID:3030, DOID:3706]",DOID,3704
,DOID:4742,mixed embryonal carcinoma and teratoma of the testis,,,,[true],,,[disease_ontology],,,,,,,DOID,4742
A mixed germ cell cancer that is located_in the testis.,DOID:4743,mixed testicular germ cell tumor,,,,,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_cancer_slim],"[NCI:C6347, UMLS_CUI:C1336720]",[DOID:6161],[DOID:5556],DOID,4743
"A placenta disease that is characterized by an abnormally deep attachment of the placenta, through the endometrium and into the myometrium.",DOID:4744,placenta accreta,,,,,,,[disease_ontology],,,,"[ICD10CM:O43.21, MESH:D010921, NCI:C26856, SNOMEDCT_US_2016_03_01:70129008, UMLS_CUI:C0032044]",,[DOID:780],DOID,4744
,DOID:3707,endometrial mucinous adenocarcinoma,,,,,,,[disease_ontology],,,,"[NCI:C40144, UMLS_CUI:C1519859]",,"[DOID:2870, DOID:3030]",DOID,3707
,DOID:4746,olfaction disorder,,,,[true],,,[disease_ontology],,,,,,,DOID,4746
,DOID:3356,localized osteosarcoma,,,,,,,[disease_ontology],,,,"[NCI:C7780, UMLS_CUI:C0278511]",,[DOID:3347],DOID,3356
A fallopian tube carcinoma that derives_from epithelial cells of glandular origin.,DOID:3706,fallopian tube adenocarcinoma,,,,,,,[disease_ontology],,,,"[NCI:C6265, UMLS_CUI:C1333590]","[DOID:3704, DOID:5301, DOID:5597, DOID:5598, DOID:5831]","[DOID:1963, DOID:299]",DOID,3706
"A syndrome that is characterized by advanced bone age, failure to thrive, respiratory problems, dysmorphic facial features, and variable mental retardation.",DOID:0050858,Marshall-Smith syndrome,,[lschriml],[2014-04-24T02:06:30Z],,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_rare_slim],"[OMIM:602535, ORDO:561]",,[DOID:225],DOID,50858
,DOID:0050859,hemorrhagic cystitis,,[lschriml],[2014-04-29T01:31:08Z],,,,[disease_ontology],,,,,,[DOID:1679],DOID,50859
,DOID:3357,extraosseous osteosarcoma,,,,,,,[disease_ontology],,,,"[NCI:C8810, SNOMEDCT_US_2016_03_01:404077005, UMLS_CUI:C0855052]","[DOID:6208, DOID:6370, DOID:7297]",[DOID:3347],DOID,3357
,DOID:0050854,Muckle-Wells syndrome,,[lschriml],[2014-04-15T03:53:41Z],,,,[disease_ontology],,,,,,[DOID:0050736],DOID,50854
,DOID:0050855,renal fibrosis,,[lschriml],[2014-04-15T03:56:58Z],,,,[disease_ontology],,,,,,[DOID:557],DOID,50855
,DOID:0050856,oppositional defiant disorder,,[lschriml],[2014-04-15T04:03:08Z],,,,[disease_ontology],,,,,,[DOID:0060038],DOID,50856
An autosomal recessive disesase that is characterized by sensorineural hearing loss and ovarian failure.,DOID:0050857,Perrault syndrome,,[lschriml],[2014-04-24T01:56:35Z],,,,[disease_ontology],,,,"[OMIM:233400, OMIM:614129, OMIM:614926, OMIM:615300, ORDO:2855]",,[DOID:0050737],DOID,50857
"A brain disease that is characterized by functional impairment of cognition, cerebral signal conduction, neurotransmission and synaptic plasticity, and underlying structural pathology associated with diabetes.",DOID:0050850,diabetic encephalopathy,,[lschriml],[2014-04-15T03:33:49Z],,,,[disease_ontology],,,,,,[DOID:936],DOID,50850
A glomerulonephritis that is characterized by hardening of the glomerulus in the kidney.,DOID:0050851,glomerulosclerosis,,[lschriml],[2014-04-15T03:40:31Z],,,,[disease_ontology],,,,,[DOID:1312],[DOID:2921],DOID,50851
,DOID:0050852,limb ischemia,,[lschriml],[2014-04-15T03:46:27Z],,,,[disease_ontology],,,,,,[DOID:326],DOID,50852
,DOID:0050853,chronic venous insufficiency,,[lschriml],[2014-04-15T03:50:26Z],,,,[disease_ontology],,,,,,[DOID:10128],DOID,50853
,DOID:5439,papillary hidradenoma,,,,,,,[disease_ontology],,,,"[NCI:C4171, SNOMEDCT_US_2016_03_01:134157002, SNOMEDCT_US_2016_03_01:307597000, SNOMEDCT_US_2016_03_01:89791006, UMLS_CUI:C0334348]",,[DOID:3896],DOID,5439
"A bile duct ademona and neoplasm of extrahepatic bile duct that are composed_of papillary, tubular, or combined tubulopapillary structures lined by dysplastic epithelium.",DOID:5438,extrahepatic bile duct adenoma,,,,,,,[disease_ontology],,,,"[NCI:C5857, UMLS_CUI:C1331534]","[DOID:7503, DOID:8105]",[DOID:5381],DOID,5438
A connective tissue cancer that has_material_basis_in fibrous connective tissue and characterized by the presence of immature proliferating fibroblasts or undifferentiated anaplastic spindle cells in a storiform pattern.,DOID:3355,fibrosarcoma,,,,,,"[DOID:156, DOID:3509]",[disease_ontology],,,,"[MESH:D005354, MESH:D018218, NCI:C3043, NCI:C6605, NCI:C7075, SNOMEDCT_US_2016_03_01:443250000, SNOMEDCT_US_2016_03_01:53654007, UMLS_CUI:C0016057, UMLS_CUI:C0206643, UMLS_CUI:C1336021]","[DOID:3507, DOID:3516, DOID:3517, DOID:3520, DOID:5982, DOID:6001, DOID:6033, DOID:6451, DOID:6880, DOID:8022]",[DOID:201],DOID,3355
,DOID:3703,prostate colloid adenocarcinoma,,,,,,,[disease_ontology],,,,"[NCI:C5537, UMLS_CUI:C1335513]",,[DOID:2526],DOID,3703
A thyroid sarcoma and angiosarcoma that results_in a high prevalence of iodine-deficient goiter.,DOID:4514,thyroid angiosarcoma,,,,,,,[disease_ontology],,,,"[NCI:C6043, UMLS_CUI:C1336748]",,"[DOID:0001816, DOID:4515]",DOID,4514
,DOID:5430,intraurothelial neoplasia,,,,[true],,,[disease_ontology],,,,,,,DOID,5430
,DOID:5433,urinary tract papillary transitional cell benign neoplasm,,,,,,[DOID:6120],[disease_ontology],,,,"[NCI:C27883, NCI:C6192, UMLS_CUI:C1334282, UMLS_CUI:C1335329]","[DOID:5432, DOID:6065, DOID:6118, DOID:6934, DOID:6935]","[DOID:3179, DOID:731]",DOID,5433
A cervix carcinoma that derives_from epithelial cells of glandular origin.,DOID:3702,cervical adenocarcinoma,,,,,,,[disease_ontology],,,,"[NCI:C4029, SNOMEDCT_US_2016_03_01:154522004, SNOMEDCT_US_2016_03_01:254887002, SNOMEDCT_US_2016_03_01:269596006, UMLS_CUI:C0279672]","[DOID:3701, DOID:5303, DOID:5368, DOID:5636, DOID:5752, DOID:5830, DOID:8307]",[DOID:2893],DOID,3702
,DOID:5435,variant Creutzfeldt-Jakob disease,,,,,,,[disease_ontology],,,,"[MESH:D016643, SNOMEDCT_US_2016_03_01:52869003, UMLS_CUI:C0085209]",,[DOID:649],DOID,5435
,DOID:5434,scrapie,,,,,,,[disease_ontology],,,,"[MESH:D012608, SNOMEDCT_US_2016_03_01:35103004, UMLS_CUI:C0036457]",,[DOID:649],DOID,5434
,DOID:5437,intrahepatic bile duct adenoma,,,,,,,[disease_ontology],,,,"[NCI:C7126, UMLS_CUI:C1331535]",[DOID:6733],[DOID:5381],DOID,5437
,DOID:13214,hole retinal cyst,,,,,,,[disease_ontology],,,,"[ICD10CM:H35.34, ICD9CM:362.54, SNOMEDCT_US_2016_03_01:1079004, SNOMEDCT_US_2016_03_01:193388002, SNOMEDCT_US_2016_03_01:267612009, UMLS_CUI:C1261331]",,[DOID:2007],DOID,13214
,DOID:1954,benign hypertensive heart disease,,,,[true],,,[disease_ontology],,,,,,,DOID,1954
,DOID:13211,secondary malignant neoplasm of brain and spinal cord,,,,[true],,,[disease_ontology],,,,,,,DOID,13211
,DOID:13213,metastatic cancer to the breast,,,,[true],,,[disease_ontology],,,,,,,DOID,13213
,DOID:13212,metastasis to skin,,,,[true],,,[disease_ontology],,,,,,,DOID,13212
,DOID:3351,bone angioendothelial sarcoma,,,,,,,[disease_ontology],,,,"[NCI:C6479, UMLS_CUI:C1332574]",,[DOID:3347],DOID,3351
,DOID:13219,transsexuality with heterosexual history,,,,[true],,,[disease_ontology],,,,,,,DOID,13219
,DOID:844,chronic depressive disorder,,,,[true],,,[disease_ontology],,,,,,,DOID,844
,DOID:12065,ganglioneuroma of the mediastinum,,,,[true],,,[disease_ontology],,,,,,,DOID,12065
,DOID:12064,mediastinum neurofibroma,,,,,,,[disease_ontology],,,,"[NCI:C6631, UMLS_CUI:C1334674]",,"[DOID:4691, DOID:962]",DOID,12064
"A bipolar disorder that involves recurrent hypomanic and dysthymic episodes, but no full manic episodes or full major depressive episodes.",DOID:845,cyclothymic disorder,,,,,,,[disease_ontology],,,,"[ICD10CM:F34.0, ICD9CM:301.1, ICD9CM:301.10, ICD9CM:301.13, MESH:D003527, SNOMEDCT_US_2016_03_01:14697007, SNOMEDCT_US_2016_03_01:191751008, SNOMEDCT_US_2016_03_01:191752001, SNOMEDCT_US_2016_03_01:191754000, SNOMEDCT_US_2016_03_01:191755004, SNOMEDCT_US_2016_03_01:192383002, SNOMEDCT_US_2016_03_01:268756002, SNOMEDCT_US_2016_03_01:286737005, SNOMEDCT_US_2016_03_01:386798001, SNOMEDCT_US_2016_03_01:76105009, UMLS_CUI:C0010598]",,[DOID:3312],DOID,845
,DOID:12061,fetal blood loss,,,,[true],,,[disease_ontology],,,,,,,DOID,12061
An angiosarcoma and sarcoma of prostate that is located_in the prostate.,DOID:4524,prostate angiosarcoma,,,,,,,[disease_ontology],,,,"[NCI:C5528, UMLS_CUI:C1335504]",,"[DOID:0001816, DOID:4054]",DOID,4524
An angiosarcoma and sarcoma of the mediastinum that is located_in the mediastinum.,DOID:4525,mediastinum angiosarcoma,,,,,,,[disease_ontology],,,,"[NCI:C6613, UMLS_CUI:C1334649]",,"[DOID:0001816, DOID:4050]",DOID,4525
,DOID:9046,nodular lymphoma involving lymph nodes of multiple sites,,,,[true],,,[disease_ontology],,,,,,,DOID,9046
,DOID:4527,ovarian angiosarcoma,,,,,,,[disease_ontology],,,,"[NCI:C5232, UMLS_CUI:C1335152]",,"[DOID:0001816, DOID:2146]",DOID,4527
,DOID:4520,cervical endometrial stromal sarcoma,,,,,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_cancer_slim],"[NCI:C40220, UMLS_CUI:C3642326]",,[DOID:4521],DOID,4520
,DOID:4521,cervix endometrial stromal tumor,,,,,,,[disease_ontology],,,,"[NCI:C40218, UMLS_CUI:C3642325]",[DOID:4520],[DOID:4362],DOID,4521
,DOID:4522,superior vena cava angiosarcoma,,,,,,,[disease_ontology],,,,"[NCI:C5378, UMLS_CUI:C1336530]",,"[DOID:0001816, DOID:176, DOID:866]",DOID,4522
,DOID:9043,uterine cervix leukoplakia,,,,,,,[disease_ontology],,,,"[ICD10CM:N88.0, ICD9CM:622.2, NCI:C3976, SNOMEDCT_US_2016_03_01:50923006, UMLS_CUI:C0269194]",,[DOID:2253],DOID,9043
,DOID:3809,epidural spinal canal meningioma,,,,,,,[disease_ontology],,,,"[NCI:C5310, UMLS_CUI:C1333417]",,[DOID:1140],DOID,3809
,DOID:14089,root caries,,,,,,,[disease_ontology],,,,"[ICD9CM:521.08, MESH:D017213, SNOMEDCT_US_2016_03_01:234975001, SNOMEDCT_US_2016_03_01:30512007, UMLS_CUI:C0162644]",,[DOID:216],DOID,14089
An appendix cancer that is characterized by progressive accumulation of mucus-secreting tumor cells within the abdomen and pelvis.,DOID:3559,pseudomyxoma peritonei,,,,,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_cancer_slim],"[ICD10:C78.6, MESH:D011553, NCI:C3345, SNOMEDCT_US_2016_03_01:112679004, SNOMEDCT_US_2016_03_01:307601000, UMLS_CUI:C0033822]",,[DOID:11239],DOID,3559
"A B cell deficiency that is that has material basis in a mutation in the Bruton's tyrosine kinase (BTK) gene on the X chromosome resulting in X-linked agammaglobulinemia type 1, which is an immunodeficiency characterized by the failure to produce mature B lymphocytes, and associated with a failure of Ig heavy chain rearrangement.",DOID:14179,Bruton-type agammaglobulinemia,[OMIM mapping confirmed by DO. [SN].],,,,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_rare_slim],"[MESH:C537409, NCI:C3822, OMIM:300310, OMIM:300755, ORDO:47, SNOMEDCT_US_2016_03_01:116133005, SNOMEDCT_US_2016_03_01:190983003, SNOMEDCT_US_2016_03_01:65880007, UMLS_CUI:C0221026]",,[DOID:2583],DOID,14179
A bone inflammation disease that results_in inflammation located_in epicondyle.,DOID:14087,epicondylitis,,,,,,[DOID:14162],[disease_ontology],,,,"[ICD10CM:M77.1, ICD9CM:726.32, MESH:D013716, NCI:C34589, NCI:C35067, SNOMEDCT_US_2016_03_01:156659008, SNOMEDCT_US_2016_03_01:202855006, SNOMEDCT_US_2016_03_01:24133009, SNOMEDCT_US_2016_03_01:268088003, SNOMEDCT_US_2016_03_01:73583000, UMLS_CUI:C0014488, UMLS_CUI:C0039516]",,[DOID:3342],DOID,14087
,DOID:3557,superior mesenteric artery syndrome,,,,,,,[disease_ontology],,,,"[MESH:D013478, NCI:C85175, SNOMEDCT_US_2016_03_01:197006009, SNOMEDCT_US_2016_03_01:24988007, UMLS_CUI:C0038828]",,"[DOID:0050828, DOID:225, DOID:3558]",DOID,3557
"A labyrinthitis induced by alcohol, drug ingestion, or occasionally, inhaled substances that are toxic to the inner ear. Drugs like aminoglycosides, furosemide, ethacrynic acid, acetylsalicyclic acid, amiodarone, quinine, cisplatinum, barbiturates, quinine, anti-Alzheimer's medications, anticonvulsants, antidepressants, and anxiolytics can be ototoxic.",DOID:14081,toxic labyrinthitis,,,,,,,[disease_ontology],,,,"[ICD9CM:386.34, SNOMEDCT_US_2016_03_01:3344003, UMLS_CUI:C0155507]",,[DOID:1468],DOID,14081
,DOID:14080,glucocorticoid-remediable aldosteronism,[OMIM mapping confirmed by DO. [SN].],,,,,,[disease_ontology],,,,"[ICD10CM:E26.02, ICD9CM:255.11, MESH:C563177, NCI:C123248, OMIM:103900, SNOMEDCT_US_2016_03_01:237743003, UMLS_CUI:C1260386]",,[DOID:446],DOID,14080
"A Trichomonas vaginalis trichomoniasis that involves inflammation of the urethra caused by Trichomonas vaginalis, which results in pain during urination.",DOID:11418,Trichomonas urethritis,,,,[true],,,[disease_ontology],,,,,,,DOID,11418
,DOID:5422,combined carcinoma of lung,,,,[true],,,[disease_ontology],,,,,,,DOID,5422
,DOID:5423,central nervous system hemangioblastoma,,,,[true],,,[disease_ontology],,,,,,,DOID,5423
